userid,score,city,gender,age,equity,balance,products,credit_card,last_activity,salary,churn
244490,747.0,Ярославль,М,28,0,,1,1,0,143158.04,0
227385,812.0,Ярославль,Ж,70,0,,1,1,0,821303.25,0
202967,798.0,Ярославль,Ж,33,7,517059.15,2,1,0,66885.41,0
117675,708.0,Ростов,М,39,0,,1,1,1,181805.56,0
171605,749.0,Ярославль,М,35,0,,1,1,0,1071600.78,0
145823,793.0,Рыбинск,М,69,4,631151.32,3,1,0,46349.94,0
192184,872.0,Рыбинск,М,46,5,586813.83,2,1,0,150402.19,0
198380,691.0,Ярославль,М,34,0,,1,1,1,456660.34,0
228314,915.0,Ростов,М,38,5,1317769.56,2,1,0,186832.95,0
82865,803.0,Ростов,Ж,59,2,350771.46,2,1,1,29599.32,0
116995,700.0,Ярославль,М,37,0,,1,1,1,754663.79,0
109524,744.0,Рыбинск,М,35,4,1237674.06,3,1,0,68400.15,0
180413,859.0,Ярославль,Ж,56,3,378077.81,2,1,0,56025.99,0
145514,682.0,Рыбинск,Ж,58,0,,1,1,0,79046.75,0
243013,770.0,Ярославль,М,25,3,132351.24,2,1,0,56642.92,0
49664,931.0,Ярославль,Ж,61,5,3065518.45,2,0,0,222728.72,0
198476,799.0,Рыбинск,М,45,1,108085.74,2,1,1,119008.14,0
81549,921.0,Ярославль,М,62,5,1039551.11,2,1,0,138989.75,0
217786,712.0,Ярославль,М,33,0,,2,1,0,149795.32,0
136067,867.0,Рыбинск,М,40,2,630011.27,2,1,0,175545.21,0
179328,800.0,Ярославль,Ж,29,1,89937.19,2,1,0,90323.76,0
168419,906.0,Рыбинск,Ж,35,3,463761.29,2,1,1,122626.4,0
229772,885.0,Рыбинск,Ж,35,7,359907.59,2,1,1,87918.02,0
218084,812.0,Ярославль,Ж,32,5,346100.02,2,1,0,39595.32,0
235852,781.0,Рыбинск,М,35,3,285264.69,2,1,1,133022.37,0
201660,847.0,Рыбинск,М,43,0,160579.18,2,1,0,178460.96,0
132468,724.0,Ярославль,М,44,0,29178.41,2,1,0,69599.25,0
30254,740.0,Ярославль,Ж,41,0,,1,1,0,338103.99,0
187155,659.0,Ярославль,Ж,57,0,,1,1,1,114279.67,0
241566,820.0,Рыбинск,Ж,33,2,133341.14,2,1,0,152680.04,0
118812,729.0,Рыбинск,М,28,0,,1,1,0,193732.18,0
30411,709.0,Ярославль,Ж,29,0,,1,1,1,74784.21,0
136092,783.0,Рыбинск,Ж,41,3,239805.66,2,1,1,84884.32,0
239913,863.0,Ярославль,М,40,4,1716524.94,2,1,1,258017.5,0
154168,818.0,Ярославль,Ж,43,1,200222.49,2,1,1,159350.4,0
217036,753.0,Ярославль,М,37,1,341547.29,2,1,0,184368.79,0
77592,837.0,Ярославль,Ж,64,5,444323.82,2,1,0,38137.85,0
147277,694.0,Ярославль,М,67,0,,1,1,1,161568.15,0
219756,805.0,Ростов,Ж,45,4,341318.81,2,1,1,149440.21,0
170051,826.0,Ярославль,М,39,4,634816.72,2,1,1,216222.59,0
202695,745.0,Рыбинск,Ж,33,3,295569.18,2,1,1,100451.31,0
169335,651.0,Ярославль,Ж,58,0,,1,1,1,118797.63,0
52814,765.0,Ярославль,Ж,43,2,1304279.8,3,1,0,69454.59,0
176730,673.0,Рыбинск,Ж,52,0,,1,1,1,169824.42,0
12358,916.0,Ярославль,М,37,4,1719854.52,2,1,0,137632.25,0
253594,789.0,Ярославль,Ж,29,6,329389.78,2,1,1,17166.84,0
124267,835.0,Рыбинск,М,40,5,1307062.51,3,1,0,92837.56,0
230768,832.0,Ярославль,Ж,54,5,1588870.2,2,0,1,55344.12,0
230080,658.0,Ярославль,М,35,0,,2,1,1,225492.18,0
219992,800.0,Ярославль,М,31,3,218762.0,2,1,0,135592.88,0
96836,927.0,Ярославль,Ж,44,6,1343255.51,2,0,0,217343.81,0
176745,806.0,Рыбинск,М,33,4,322961.18,2,0,1,56292.33,0
204083,745.0,Ярославль,М,32,3,317910.85,2,1,0,39851.32,0
221081,788.0,Ярославль,М,30,3,468370.65,2,1,0,89959.33,0
41278,694.0,Рыбинск,Ж,55,0,,2,1,0,146005.18,0
125122,785.0,Ярославль,М,30,2,548343.57,2,0,0,56230.98,0
107096,928.0,Рыбинск,Ж,40,4,426935.55,2,1,1,180689.49,0
155432,666.0,Ярославль,М,54,0,,1,1,0,212051.26,0
108483,700.0,Ростов,М,34,0,,2,1,0,168261.66,0
215249,906.0,Ярославль,М,44,3,743204.1,2,1,0,190965.81,0
70214,777.0,Ярославль,Ж,46,5,783381.23,2,1,0,141365.95,0
205561,848.0,Рыбинск,Ж,28,4,375685.3,2,1,1,32705.07,0
205958,652.0,Рыбинск,М,52,0,,1,1,1,184208.42,0
228697,671.0,Ростов,Ж,38,0,,2,1,1,130407.38,0
104620,730.0,Ярославль,Ж,66,0,,2,1,1,136850.94,0
262682,891.0,Ярославль,Ж,69,4,673506.1,2,0,0,47981.66,0
193144,789.0,Ярославль,Ж,44,1,191600.53,2,1,1,140091.59,0
135098,790.0,Ярославль,Ж,29,5,453430.45,2,1,1,56195.64,0
50934,792.0,Рыбинск,М,74,3,1107392.73,2,1,0,64847.88,0
149912,804.0,Ростов,М,31,5,424431.87,2,1,0,27115.43,0
198399,673.0,Ярославль,Ж,31,1,,1,1,1,102993.87,0
218440,675.0,Ярославль,М,31,0,,1,1,1,133975.33,0
245422,845.0,Рыбинск,М,44,3,352139.72,2,1,0,80201.87,0
210105,938.0,Ярославль,Ж,27,4,1828052.67,2,0,0,143757.12,0
98250,724.0,Ростов,М,43,5,490312.36,1,1,1,106831.28,0
24929,951.0,Рыбинск,Ж,41,5,1428316.29,2,1,1,278999.0,0
145185,883.0,Ярославль,Ж,38,4,1053630.21,2,1,0,161641.63,0
218521,660.0,Ярославль,Ж,68,0,,1,1,1,82142.9,0
151415,766.0,Рыбинск,М,40,0,34279.88,2,1,1,223014.6,0
173457,686.0,Ростов,Ж,49,0,,1,1,0,182941.29,0
138982,860.0,Ярославль,Ж,35,5,1387019.22,2,0,0,104012.82,0
136389,848.0,Рыбинск,Ж,66,3,536031.99,2,0,1,37232.81,0
52802,884.0,Ярославль,М,35,2,205517.52,2,1,0,41777.4,0
229335,681.0,Ярославль,Ж,51,0,,2,1,1,280803.19,0
115426,697.0,Ростов,М,44,1,,1,1,0,202741.13,0
121601,899.0,Ярославль,Ж,34,5,969803.87,2,1,0,132994.96,0
203777,708.0,Рыбинск,Ж,78,0,,2,1,1,342387.74,0
79591,782.0,Ярославль,М,45,2,266487.94,2,1,0,47383.36,0
183540,858.0,Ростов,М,32,5,434839.95,2,1,0,54389.03,0
141752,841.0,Ярославль,Ж,49,4,581475.55,2,1,1,197995.13,0
254339,682.0,Ярославль,Ж,60,0,,1,1,1,57001.06,0
94725,794.0,Ярославль,Ж,68,3,349788.32,2,0,1,58861.73,0
223753,707.0,Ярославль,М,40,0,,1,1,1,514914.14,0
26311,691.0,Ярославль,Ж,32,0,,1,1,0,126470.32,0
73264,675.0,Ярославль,Ж,32,0,,1,1,1,169187.0,0
24242,751.0,Рыбинск,М,53,1,125085.31,2,1,1,54652.01,0
121329,712.0,Ярославль,Ж,39,2,134992.59,2,1,0,46937.73,0
219599,809.0,Ярославль,М,42,4,371454.1,2,1,1,93829.85,0
258324,858.0,Ярославль,Ж,25,2,97100.09,2,0,0,25369.2,0
173041,814.0,Рыбинск,Ж,56,1,231935.52,2,1,0,79572.24,0
164167,816.0,Ярославль,М,32,0,28914.07,2,1,0,67831.58,0
206923,932.0,Ярославль,Ж,39,5,510332.76,2,0,0,185674.49,0
153859,822.0,Ярославль,Ж,31,9,513192.46,2,1,1,53544.79,0
167032,836.0,Ярославль,Ж,47,4,303375.72,2,1,0,126622.55,0
186161,800.0,Ярославль,М,22,5,56925.47,3,1,1,29575.08,1
253057,783.0,Ярославль,Ж,42,4,512554.0,2,1,1,187264.01,0
98700,804.0,Ярославль,М,31,3,587485.48,2,1,0,144446.69,0
74000,833.0,Ярославль,Ж,47,2,502557.96,2,1,1,105894.94,0
227486,837.0,Ярославль,М,34,5,455265.09,2,1,0,141611.79,0
87109,730.0,Рыбинск,М,24,0,,1,1,0,90201.0,0
245675,780.0,Ярославль,Ж,39,1,201667.19,2,0,0,107626.2,0
211942,689.0,Ярославль,Ж,35,0,,1,1,1,182898.43,0
129577,795.0,Рыбинск,М,25,0,100656.91,2,1,1,38498.56,0
41014,952.0,Ярославль,М,48,4,1530451.75,2,1,0,149111.96,0
263861,788.0,Ярославль,Ж,59,4,1339069.93,2,1,1,63039.46,0
58472,677.0,Рыбинск,Ж,51,0,,1,1,0,296005.11,0
11759,695.0,Ярославль,Ж,49,0,,2,1,0,316443.19,0
224063,741.0,Ярославль,М,30,5,695791.47,2,1,0,62222.86,0
137912,787.0,Ростов,М,43,2,272917.08,2,1,0,107961.26,0
175301,653.0,Ярославль,М,47,0,,1,1,1,142176.24,0
243309,884.0,Ярославль,Ж,29,4,459048.06,2,1,1,31182.46,0
255939,847.0,Ярославль,Ж,28,2,175386.46,2,1,0,66415.58,0
229284,699.0,Ярославль,Ж,47,0,,1,1,1,179182.72,0
257545,789.0,Ярославль,Ж,30,4,533032.83,2,1,0,130851.81,0
112305,811.0,Ярославль,Ж,38,2,122293.98,2,1,0,78174.9,0
250822,941.0,Ярославль,Ж,41,3,1867649.21,2,1,0,205544.05,0
260433,823.0,Ростов,М,59,5,556408.91,2,1,1,106099.43,0
241471,859.0,Ярославль,М,41,1,74436.93,2,1,0,138020.86,0
106495,839.0,Ярославль,М,55,3,1642351.04,2,0,1,213904.47,0
168131,849.0,Ростов,Ж,66,5,1074138.88,2,1,0,25637.39,0
90154,811.0,Рыбинск,М,34,2,129799.35,2,1,0,96242.71,0
52638,800.0,Рыбинск,Ж,57,5,1631178.72,3,1,0,95896.63,0
75734,899.0,Ростов,М,48,4,595547.2,2,1,0,81440.15,0
103235,776.0,Ярославль,Ж,42,0,182193.72,2,1,1,217101.07,0
257839,678.0,Ярославль,М,35,0,,1,1,1,179327.46,0
147403,690.0,Рыбинск,М,40,0,,1,1,0,231104.13,0
227523,764.0,Рыбинск,М,49,5,1323469.88,2,0,0,152931.19,0
71443,755.0,Рыбинск,Ж,65,3,1049743.44,2,1,1,46576.43,0
102668,840.0,Ярославль,М,33,4,563032.06,2,1,0,134337.92,0
214965,874.0,Рыбинск,М,39,5,542560.82,2,1,1,113924.27,0
73513,721.0,Ярославль,М,43,0,,1,1,1,166845.37,0
90718,706.0,Ростов,Ж,56,0,,1,1,0,135832.82,0
200188,819.0,Ярославль,Ж,42,1,194179.42,2,1,0,208454.53,0
247758,875.0,Рыбинск,Ж,41,4,503910.48,2,1,1,141348.86,0
233486,672.0,Ярославль,Ж,31,0,,2,1,1,104025.71,0
127527,814.0,Ростов,М,36,3,184198.17,2,1,0,164204.35,0
23393,777.0,Ростов,Ж,34,0,139708.45,1,1,1,84720.76,0
233890,675.0,Ярославль,М,39,0,,2,1,1,202566.92,0
126664,826.0,Ростов,М,40,5,777812.41,2,1,1,183047.8,0
162248,657.0,Рыбинск,М,42,0,,1,1,1,156697.38,0
173741,787.0,Рыбинск,Ж,48,4,597177.05,2,1,0,84079.13,0
58482,784.0,Рыбинск,М,33,0,43270.84,1,1,0,76512.74,0
83769,762.0,Ярославль,М,60,1,327281.72,2,0,1,75039.93,0
222948,773.0,Ярославль,Ж,32,2,76959.98,3,1,0,90415.11,0
247287,783.0,Ярославль,М,40,5,1514075.15,2,0,1,146633.38,0
185134,878.0,Ярославль,Ж,34,4,713738.93,2,1,0,102657.5,0
90649,670.0,Ярославль,Ж,32,0,,1,1,1,168699.33,0
237240,691.0,Ярославль,Ж,36,0,,1,1,1,153777.37,0
224161,916.0,Рыбинск,Ж,38,5,894569.05,2,0,0,201161.95,0
234265,801.0,Ярославль,Ж,43,4,407573.46,2,1,1,217748.03,0
78155,820.0,Рыбинск,М,51,2,262630.7,2,1,1,65920.59,0
143235,740.0,Ярославль,М,30,1,148452.59,2,1,0,66654.6,0
131239,766.0,Ярославль,Ж,43,5,613326.81,2,1,0,165989.63,0
172953,661.0,Ярославль,М,35,0,,1,1,0,161394.49,0
97122,838.0,Ярославль,М,50,0,338404.46,2,1,0,170217.84,0
245429,860.0,Рыбинск,Ж,31,3,179391.34,2,1,1,95227.94,0
97128,898.0,Ярославль,Ж,52,3,331540.48,2,1,0,202964.35,0
4959,864.0,Ярославль,Ж,41,4,1119377.63,2,1,0,176117.97,0
158338,862.0,Ярославль,Ж,36,4,390514.33,2,1,0,132884.52,0
261058,779.0,Ярославль,М,21,1,13214.15,2,1,0,118800.77,0
187506,661.0,Ярославль,М,34,0,,1,1,0,116927.0,0
154936,739.0,Ростов,Ж,49,0,71297.76,2,1,1,161717.41,0
152290,825.0,Ярославль,М,50,5,577246.52,2,0,0,145318.49,0
179659,787.0,Ярославль,Ж,49,2,290059.35,2,1,0,156263.14,0
176952,841.0,Ярославль,Ж,69,3,431061.2,2,1,0,19948.95,0
202668,701.0,Ярославль,Ж,60,0,,1,1,1,469934.64,0
126338,670.0,Рыбинск,М,44,0,,2,1,1,176769.21,0
94045,828.0,Рыбинск,Ж,66,4,442725.91,2,1,1,28104.12,0
198789,823.0,Ярославль,М,30,1,91964.88,2,1,0,191679.42,0
160231,713.0,Ярославль,М,51,0,,2,1,0,211050.41,0
104394,703.0,Рыбинск,М,43,0,,2,1,0,246935.5,0
30072,787.0,Ярославль,Ж,38,4,1213501.23,2,1,1,135725.73,0
224887,704.0,Ярославль,М,47,0,33943.62,1,1,1,169755.14,0
182827,786.0,Рыбинск,Ж,31,4,711974.73,2,1,1,60774.44,0
89086,738.0,Ярославль,М,33,0,251778.59,2,1,1,50986.41,0
32257,684.0,Ярославль,М,18,0,,1,1,0,111541.83,0
233229,819.0,Ростов,Ж,57,3,202623.79,2,1,1,138490.78,0
122564,795.0,Ростов,Ж,69,3,733554.73,3,1,1,37161.14,0
245364,704.0,Ярославль,М,39,0,,1,1,1,191629.43,0
184911,652.0,Ростов,М,40,0,,1,1,0,180898.59,0
243932,828.0,Ростов,М,33,1,122659.75,2,1,0,100072.27,0
157786,876.0,Рыбинск,М,34,3,357127.81,2,1,0,125861.75,0
157811,934.0,Рыбинск,Ж,38,4,1636524.12,2,1,1,165200.04,0
87334,665.0,Рыбинск,М,31,0,,2,1,0,206845.64,0
75032,666.0,Ростов,М,42,0,,1,1,1,272526.32,0
185569,851.0,Рыбинск,Ж,61,3,320707.98,2,1,0,53884.17,0
19177,875.0,Ярославль,М,40,4,546596.71,2,1,0,181089.0,0
222572,669.0,Ярославль,Ж,66,0,,1,1,0,259718.98,0
10259,753.0,Ярославль,М,68,4,432253.19,2,1,1,15869.88,0
210585,898.0,Ярославль,Ж,39,5,561906.51,2,1,0,151221.69,0
46234,762.0,Рыбинск,М,50,2,314495.39,2,1,0,73845.64,0
53274,800.0,Рыбинск,М,39,1,206369.09,2,1,1,79258.17,0
154200,675.0,Ярославль,Ж,44,0,,1,1,0,69697.85,0
22861,742.0,Рыбинск,М,61,2,925295.24,2,1,1,37228.97,0
143662,837.0,Рыбинск,М,58,5,1157944.07,2,1,0,55206.17,0
82852,903.0,Ростов,М,39,3,1079410.28,2,1,0,179616.11,0
169473,890.0,Ростов,Ж,78,8,592866.99,2,1,1,70708.74,0
40821,785.0,Ярославль,Ж,74,0,,1,1,1,763312.64,0
23714,678.0,Ярославль,М,42,0,,1,1,1,698198.48,0
185217,850.0,Рыбинск,Ж,54,5,624241.61,2,1,1,49498.33,0
257163,807.0,Рыбинск,Ж,27,2,380036.09,2,0,1,61492.98,0
137879,776.0,Рыбинск,М,31,5,160638.44,2,1,1,71532.05,0
125047,861.0,Ярославль,Ж,36,5,368390.21,2,1,0,110518.57,0
81322,859.0,Ярославль,Ж,68,4,498576.12,2,1,0,47173.03,0
84022,948.0,Ярославль,Ж,47,5,1716115.33,2,1,0,252186.62,0
31727,655.0,Ростов,Ж,31,0,,2,1,0,124445.52,0
68119,792.0,Ярославль,М,41,5,539333.75,3,1,1,97908.92,0
226685,816.0,Ярославль,Ж,49,4,568975.55,2,1,0,176246.33,0
247812,695.0,Ростов,Ж,50,0,,1,1,1,83436.09,0
68678,813.0,Ростов,М,41,4,279038.79,2,1,1,150049.58,0
238066,793.0,Ярославль,Ж,67,4,360123.41,2,1,0,66139.47,0
229681,764.0,Ярославль,М,45,4,587596.93,3,1,0,163876.51,0
142783,703.0,Ростов,М,53,0,,1,1,1,172497.91,0
92474,667.0,Рыбинск,Ж,33,0,,2,1,1,148107.27,0
49445,669.0,Ярославль,Ж,34,0,,1,1,0,269274.73,0
130482,780.0,Ростов,М,27,4,191810.52,2,1,1,41428.05,0
215276,675.0,Ярославль,М,33,1,,1,1,0,95670.16,0
153567,653.0,Ярославль,Ж,43,0,,1,1,0,102242.55,0
260025,826.0,Ростов,Ж,55,3,1317858.19,2,1,0,187608.46,0
194863,712.0,Ярославль,М,35,0,,2,1,1,212306.19,0
86533,734.0,Ярославль,Ж,35,0,,1,1,1,80731.72,0
54089,831.0,Ярославль,М,44,5,1106888.96,2,0,1,216865.65,0
151644,961.0,Ярославль,М,73,4,848772.7,2,1,1,688096.18,0
224012,826.0,Ярославль,М,33,5,470612.11,2,1,1,73729.5,0
101352,739.0,Ярославль,Ж,37,3,1307941.65,3,0,0,103867.47,0
194623,813.0,Ростов,Ж,64,3,1017915.35,2,0,1,33256.39,0
128696,847.0,Рыбинск,М,29,4,468452.54,2,1,1,106442.92,0
248201,937.0,Ростов,Ж,32,5,504586.27,2,0,0,282611.29,0
175651,892.0,Ярославль,Ж,48,5,935198.06,2,1,0,120750.26,0
184789,775.0,Ярославль,Ж,38,5,1207912.02,2,1,0,192749.73,0
255076,774.0,Ярославль,Ж,57,2,807565.68,3,1,0,188115.21,0
259939,896.0,Рыбинск,М,41,5,1225856.26,2,1,0,91216.28,0
201351,905.0,Ростов,М,39,5,1332253.62,2,1,0,216593.43,0
233179,784.0,Рыбинск,М,34,3,674167.37,2,1,1,112504.29,0
258316,764.0,Ярославль,М,55,2,217133.19,2,1,0,70523.09,0
44404,826.0,Ярославль,М,60,5,737821.34,2,1,1,98134.05,0
260378,788.0,Рыбинск,М,40,4,466285.01,2,1,1,146585.29,0
54551,657.0,Рыбинск,Ж,57,0,,1,1,0,104686.03,0
200989,769.0,Ростов,М,43,3,227682.87,2,1,1,182359.51,0
156125,799.0,Ярославль,М,43,3,1050528.01,2,1,1,177519.52,0
54117,923.0,Рыбинск,М,44,5,2597679.02,2,0,0,233697.49,0
175674,897.0,Ярославль,Ж,67,3,433397.91,2,1,1,66218.33,0
147611,783.0,Ярославль,М,46,4,182489.13,3,1,0,188160.83,1
212418,775.0,Рыбинск,М,30,5,697981.2,2,1,0,54764.91,0
101683,874.0,Рыбинск,Ж,30,5,387115.24,2,1,1,65211.93,0
90088,706.0,Ярославль,М,28,0,,2,1,1,136416.45,0
263874,883.0,Ярославль,М,32,5,406375.0,2,1,0,111599.4,0
110922,813.0,Рыбинск,М,18,3,24074.1,2,1,1,20963.66,0
225301,805.0,Рыбинск,Ж,61,3,352397.57,2,1,0,74130.97,0
198127,735.0,Рыбинск,М,29,1,87121.58,2,1,0,44476.8,0
121616,738.0,Ярославль,М,48,0,,2,1,0,759289.41,0
229097,691.0,Ростов,М,56,0,,1,1,0,97212.93,0
125177,817.0,Ростов,Ж,65,5,1259022.15,2,1,1,37732.4,0
30998,716.0,Ростов,Ж,54,0,,1,1,0,153762.87,0
248041,671.0,Ярославль,М,26,0,,1,1,0,104804.02,0
115056,666.0,Ярославль,М,48,0,,1,1,0,284145.56,0
116550,719.0,Ростов,М,23,0,,1,1,0,76780.34,0
230760,793.0,Ярославль,Ж,56,2,293257.98,2,1,1,101818.61,0
36577,704.0,Ярославль,Ж,42,0,,1,1,1,234607.35,0
135462,901.0,Рыбинск,М,38,5,784403.68,2,1,0,162609.2,0
129493,911.0,Ярославль,Ж,31,5,5102651.08,2,0,0,1056085.68,0
171027,857.0,Ярославль,М,25,3,140606.44,2,1,0,27255.49,0
259593,790.0,Рыбинск,Ж,47,3,849004.26,2,1,1,163966.36,0
143275,779.0,Ярославль,М,30,2,255308.03,2,1,1,103601.57,0
116708,910.0,Ярославль,Ж,44,3,790837.07,2,0,0,197281.57,0
87304,731.0,Ярославль,Ж,33,0,,1,1,0,158196.15,0
87361,843.0,Рыбинск,Ж,33,3,1127217.1,2,1,1,70631.96,0
164401,665.0,Ярославль,М,47,0,,1,1,1,184100.52,0
210145,689.0,Ярославль,М,45,0,,1,1,1,192644.15,0
130137,848.0,Рыбинск,Ж,55,3,261604.82,2,1,1,120748.75,0
241990,820.0,Ростов,М,44,2,448425.97,2,1,0,139191.4,0
247038,840.0,Ростов,Ж,61,3,1218479.27,2,0,1,92102.37,0
191711,765.0,Ярославль,Ж,40,3,828225.86,2,0,1,209188.72,0
208508,746.0,Ростов,М,51,6,512448.88,2,1,1,63598.75,0
91899,799.0,Ярославль,Ж,64,1,215498.59,2,0,1,79088.79,0
246434,872.0,Ярославль,Ж,38,4,556415.13,2,1,0,167736.32,0
156160,828.0,Рыбинск,Ж,42,3,236565.19,2,1,1,156243.16,0
143040,711.0,Рыбинск,Ж,30,0,,1,1,0,132718.51,0
103280,865.0,Рыбинск,М,64,4,308632.14,2,1,0,57955.85,0
206711,858.0,Ростов,Ж,42,5,544374.82,2,1,1,38133.57,0
68858,676.0,Ярославль,М,35,0,,1,1,1,210213.33,0
235710,713.0,Ярославль,Ж,33,0,,1,1,0,1010637.75,0
60191,807.0,Ярославль,Ж,39,3,540974.15,2,1,1,166380.0,0
202759,798.0,Ростов,Ж,46,4,533051.03,2,1,1,118542.24,0
117871,804.0,Ярославль,Ж,38,7,444559.68,2,1,0,134107.33,0
239581,751.0,Ярославль,М,32,2,145681.95,2,1,1,64622.31,0
119637,813.0,Рыбинск,Ж,36,1,165575.16,2,1,0,88461.39,0
71844,766.0,Ярославль,М,31,2,143665.44,2,1,0,415732.38,0
172781,830.0,Ростов,Ж,56,4,1159976.97,2,0,1,95173.83,0
84527,826.0,Ярославль,М,47,5,1462399.64,3,1,1,105297.93,0
236922,727.0,Ярославль,М,63,0,,1,1,0,257575.19,0
143844,819.0,Ярославль,М,41,4,408126.83,2,1,0,120957.36,0
156122,685.0,Ярославль,М,26,0,,1,1,1,159346.1,0
231341,864.0,Ростов,М,25,4,147442.33,2,1,0,58540.21,0
134498,692.0,Ярославль,М,36,1,,1,1,1,182078.41,0
107868,734.0,Ярославль,М,32,0,,1,1,1,220107.34,0
71414,669.0,Ярославль,М,34,0,,1,1,1,204899.45,0
134045,767.0,Ростов,М,64,3,666747.59,2,1,1,53961.38,0
143851,756.0,Ярославль,М,61,0,,1,1,1,1106453.04,0
172624,808.0,Ярославль,Ж,39,1,315881.5,2,1,0,16077.39,0
206236,910.0,Ярославль,М,27,4,716347.59,2,0,0,94845.71,0
94214,831.0,Ярославль,Ж,47,1,235590.58,2,1,1,67397.35,0
244627,844.0,Рыбинск,М,43,3,372728.83,2,1,1,129350.63,0
222210,878.0,Ярославль,М,43,8,351840.64,2,1,0,142975.49,0
71146,659.0,Ярославль,М,45,0,,1,1,1,259626.37,0
173069,801.0,Рыбинск,Ж,34,5,1187854.64,2,1,0,135688.26,0
47823,830.0,Ярославль,М,50,3,497282.87,2,1,0,75272.63,0
259503,762.0,Ярославль,М,44,2,208779.31,2,1,1,210315.7,0
197058,765.0,Рыбинск,Ж,31,1,173391.73,2,1,1,22390.89,0
181435,837.0,Ярославль,Ж,64,3,278441.59,2,0,1,29177.64,0
20318,844.0,Ярославль,Ж,63,2,388868.94,3,1,0,116747.21,0
16247,662.0,Ярославль,М,32,0,,2,1,0,207288.09,0
221180,837.0,Ярославль,М,32,4,385018.49,2,1,1,148048.45,0
197031,927.0,Ярославль,Ж,62,5,2313544.37,2,1,0,92712.38,0
70424,931.0,Ярославль,М,64,3,2507776.61,2,1,0,151291.58,0
238008,835.0,Ярославль,Ж,37,5,505335.51,2,1,0,125648.61,0
207590,732.0,Ярославль,М,60,0,,1,1,1,174660.58,0
135957,907.0,Ярославль,М,60,5,648944.75,2,1,1,55153.74,0
138486,832.0,Рыбинск,Ж,31,3,411914.25,2,1,1,98988.44,0
154519,716.0,Ярославль,М,42,0,,1,1,0,164084.05,0
59993,805.0,Ярославль,Ж,53,1,236455.02,2,0,1,95854.75,0
125328,723.0,Ярославль,Ж,47,0,,1,1,0,221441.25,0
246121,856.0,Ярославль,М,40,1,218184.33,2,1,0,185879.42,0
211050,650.0,Ростов,М,55,0,,1,1,1,161889.8,0
192798,760.0,Ярославль,Ж,28,1,131814.69,2,1,1,67612.85,0
164494,834.0,Ярославль,М,45,5,920123.11,2,1,1,156908.27,0
195529,665.0,Ярославль,М,36,0,,1,1,1,204580.03,0
172335,704.0,Ярославль,Ж,32,0,,1,1,1,115691.32,0
172100,800.0,Ростов,М,37,1,92145.52,2,1,0,64601.43,0
190705,870.0,Ярославль,Ж,70,5,1411554.48,2,0,1,52694.78,0
122437,755.0,Ярославль,Ж,53,2,388176.01,2,0,1,45952.85,0
159972,818.0,Ярославль,Ж,47,4,476272.05,2,1,1,106446.51,0
71641,817.0,Ярославль,М,35,5,1240453.44,2,1,1,83078.91,0
144242,718.0,Ярославль,Ж,32,0,,1,1,1,163370.63,0
185905,863.0,Рыбинск,Ж,33,5,868510.12,2,1,0,96877.34,0
137875,869.0,Рыбинск,Ж,59,3,349429.16,2,1,1,52011.74,0
205839,730.0,Ярославль,Ж,29,0,,1,1,0,119262.89,0
60903,855.0,Ярославль,Ж,30,4,296967.22,3,1,0,67255.22,0
213461,683.0,Ярославль,Ж,43,0,,1,1,0,207808.05,0
156718,892.0,Ярославль,М,37,5,2442481.15,2,1,0,168850.28,0
236100,787.0,Ярославль,М,37,4,373520.75,2,0,1,177661.0,0
74515,861.0,Рыбинск,М,32,5,547838.05,2,1,1,87148.64,0
55160,898.0,Ярославль,Ж,41,5,1098627.54,2,1,0,127306.16,0
152353,791.0,Ярославль,Ж,24,4,87872.02,2,1,0,15408.06,0
40242,854.0,Ярославль,Ж,60,4,619389.05,2,1,0,47769.11,0
246488,797.0,Ярославль,М,27,2,56907.01,2,1,0,48379.7,0
64717,678.0,Ярославль,Ж,67,0,,1,1,1,238055.53,0
183181,672.0,Рыбинск,М,34,0,,1,1,1,173744.34,0
7775,795.0,Ярославль,Ж,35,2,340946.64,2,1,0,101683.83,0
10563,946.0,Ярославль,Ж,35,5,1190222.41,2,1,0,210492.96,0
222721,687.0,Ростов,Ж,44,0,,1,1,0,450316.6,0
148834,844.0,Ярославль,М,31,2,413351.6,2,1,0,67532.12,0
253952,773.0,Ярославль,Ж,63,3,314536.04,2,1,1,40192.1,0
199233,852.0,Ростов,Ж,70,3,367623.42,2,1,1,41293.09,0
198495,789.0,Рыбинск,М,45,0,86795.47,2,1,1,170642.7,0
228162,653.0,Ярославль,М,37,0,,1,1,0,208941.54,0
261087,798.0,Ярославль,М,25,3,262139.73,2,1,1,69633.19,0
190797,659.0,Ростов,М,29,0,,1,1,1,71585.64,0
216081,793.0,Рыбинск,М,34,3,1163003.41,2,1,0,641150.5,0
263969,833.0,Рыбинск,М,28,1,142358.22,2,1,0,27364.84,0
171350,736.0,Ярославль,М,33,0,,1,1,1,202648.0,0
150828,889.0,Рыбинск,Ж,48,3,853826.36,2,1,1,162703.75,0
143549,778.0,Ярославль,Ж,51,3,234170.75,1,1,0,99759.24,0
261433,794.0,Ярославль,М,58,4,1254122.27,2,1,1,93206.34,0
139344,714.0,Ярославль,Ж,51,0,,1,1,0,202276.66,0
113976,904.0,Рыбинск,Ж,57,2,435986.68,2,1,0,156145.99,0
